POSIÇÃO INICIAL: 50
================================
Movimento: L4      | 50 -> 46 
Movimento: R96     | 00 -> 96 
Movimento: R79     | 96 -> 75 
Movimento: R25     | 75 -> 00 <-- ZERO
Movimento: R50     | 00 -> 50 
Movimento: L50     | 50 -> 00 <-- ZERO
Movimento: R32     | 00 -> 32 
Movimento: L32     | 32 -> 00 <-- ZERO
Movimento: R71     | 00 -> 71 
Movimento: R72     | 71 -> 43 
Movimento: R2      | 43 -> 45 
Movimento: R42     | 45 -> 87 
Movimento: R13     | 87 -> 00 <-- ZERO
Movimento: L84     | 00 -> 16 
Movimento: L23     | 16 -> 93 
Movimento: L47     | 93 -> 46 
Movimento: L337    | 46 -> 09 
Movimento: R91     | 09 -> 00 <-- ZERO
Movimento: R66     | 00 -> 66 
Movimento: L66     | 66 -> 00 <-- ZERO
Movimento: L17     | 00 -> 83 
Movimento: L318    | 83 -> 65 
Movimento: L46     | 65 -> 19 
Movimento: R316    | 19 -> 35 
Movimento: R52     | 35 -> 87 
Movimento: R70     | 87 -> 57 
Movimento: L135    | 57 -> 22 
Movimento: L22     | 22 -> 00 <-- ZERO
Movimento: R34     | 00 -> 34 
Movimento: L34     | 34 -> 00 <-- ZERO
Movimento: L41     | 00 -> 59 
Movimento: L18     | 59 -> 41 
Movimento: R86     | 41 -> 27 
Movimento: L426    | 27 -> 01 
Movimento: L84     | 01 -> 17 
Movimento: R513    | 17 -> 30 
Movimento: L1      | 30 -> 29 
Movimento: R22     | 29 -> 51 
Movimento: L16     | 51 -> 35 
Movimento: R298    | 35 -> 33 
Movimento: L33     | 33 -> 00 <-- ZERO
Movimento: R39     | 00 -> 39 
Movimento: L639    | 39 -> 00 <-- ZERO
Movimento: R68     | 00 -> 68 
Movimento: L134    | 68 -> 34 
Movimento: R66     | 34 -> 00 <-- ZERO
Movimento: L62     | 00 -> 38 
Movimento: R79     | 38 -> 17 
Movimento: L17     | 17 -> 00 <-- ZERO
Movimento: R42     | 00 -> 42 
Movimento: R58     | 42 -> 00 <-- ZERO
Movimento: R82     | 00 -> 82 
Movimento: L82     | 82 -> 00 <-- ZERO
Movimento: L76     | 00 -> 24 
Movimento: L207    | 24 -> 17 
Movimento: L9      | 17 -> 08 
Movimento: R92     | 08 -> 00 <-- ZERO
Movimento: R99     | 00 -> 99 
Movimento: R1      | 99 -> 00 <-- ZERO
Movimento: L41     | 00 -> 59 
Movimento: R79     | 59 -> 38 
Movimento: R351    | 38 -> 89 
Movimento: R11     | 89 -> 00 <-- ZERO
Movimento: R730    | 00 -> 30 
Movimento: R70     | 30 -> 00 <-- ZERO
Movimento: R18     | 00 -> 18 
Movimento: L18     | 18 -> 00 <-- ZERO
Movimento: R19     | 00 -> 19 
Movimento: R61     | 19 -> 80 
Movimento: R976    | 80 -> 56 
Movimento: L137    | 56 -> 19 
Movimento: R834    | 19 -> 53 
Movimento: L53     | 53 -> 00 <-- ZERO
Movimento: L741    | 00 -> 59 
Movimento: R763    | 59 -> 22 
Movimento: L15     | 22 -> 07 
Movimento: R48     | 07 -> 55 
Movimento: L90     | 55 -> 65 
Movimento: R52     | 65 -> 17 
Movimento: L550    | 17 -> 67 
Movimento: L90     | 67 -> 77 
Movimento: R23     | 77 -> 00 <-- ZERO
Movimento: R184    | 00 -> 84 
Movimento: R953    | 84 -> 37 
Movimento: L37     | 37 -> 00 <-- ZERO
Movimento: R89     | 00 -> 89 
Movimento: L89     | 89 -> 00 <-- ZERO
Movimento: L775    | 00 -> 25 
Movimento: R8      | 25 -> 33 
Movimento: R67     | 33 -> 00 <-- ZERO
Movimento: R78     | 00 -> 78 
Movimento: R22     | 78 -> 00 <-- ZERO
Movimento: L392    | 00 -> 08 
Movimento: L80     | 08 -> 28 
Movimento: L28     | 28 -> 00 <-- ZERO
Movimento: L30     | 00 -> 70 
Movimento: L41     | 70 -> 29 
Movimento: L82     | 29 -> 47 
Movimento: L372    | 47 -> 75 
Movimento: L175    | 75 -> 00 <-- ZERO
Movimento: R69     | 00 -> 69 
Movimento: L69     | 69 -> 00 <-- ZERO
Movimento: L90     | 00 -> 10 
Movimento: R71     | 10 -> 81 
Movimento: L52     | 81 -> 29 
Movimento: R49     | 29 -> 78 
Movimento: L878    | 78 -> 00 <-- ZERO
Movimento: R76     | 00 -> 76 
Movimento: L57     | 76 -> 19 
Movimento: L23     | 19 -> 96 
Movimento: L85     | 96 -> 11 
Movimento: R82     | 11 -> 93 
Movimento: L73     | 93 -> 20 
Movimento: L20     | 20 -> 00 <-- ZERO
Movimento: R81     | 00 -> 81 
Movimento: L18     | 81 -> 63 
Movimento: R17     | 63 -> 80 
Movimento: R46     | 80 -> 26 
Movimento: L44     | 26 -> 82 
Movimento: L82     | 82 -> 00 <-- ZERO
Movimento: L67     | 00 -> 33 
Movimento: R2      | 33 -> 35 
Movimento: L10     | 35 -> 25 
Movimento: R9      | 25 -> 34 
Movimento: R66     | 34 -> 00 <-- ZERO
Movimento: L680    | 00 -> 20 
Movimento: L39     | 20 -> 81 
Movimento: R60     | 81 -> 41 
Movimento: R59     | 41 -> 00 <-- ZERO
Movimento: L65     | 00 -> 35 
Movimento: R479    | 35 -> 14 
Movimento: L73     | 14 -> 41 
Movimento: R59     | 41 -> 00 <-- ZERO
Movimento: R51     | 00 -> 51 
Movimento: L57     | 51 -> 94 
Movimento: R206    | 94 -> 00 <-- ZERO
Movimento: L89     | 00 -> 11 
Movimento: L65     | 11 -> 46 
Movimento: L88     | 46 -> 58 
Movimento: R31     | 58 -> 89 
Movimento: R39     | 89 -> 28 
Movimento: L28     | 28 -> 00 <-- ZERO
Movimento: R135    | 00 -> 35 
Movimento: R665    | 35 -> 00 <-- ZERO
Movimento: L36     | 00 -> 64 
Movimento: R37     | 64 -> 01 
Movimento: L95     | 01 -> 06 
Movimento: R20     | 06 -> 26 
Movimento: R38     | 26 -> 64 
Movimento: L853    | 64 -> 11 
Movimento: R89     | 11 -> 00 <-- ZERO
Movimento: L298    | 00 -> 02 
Movimento: L2      | 02 -> 00 <-- ZERO
Movimento: L6      | 00 -> 94 
Movimento: R6      | 94 -> 00 <-- ZERO
Movimento: L49     | 00 -> 51 
Movimento: R5      | 51 -> 56 
Movimento: L56     | 56 -> 00 <-- ZERO
Movimento: R27     | 00 -> 27 
Movimento: R73     | 27 -> 00 <-- ZERO
Movimento: R249    | 00 -> 49 
Movimento: R56     | 49 -> 05 
Movimento: L120    | 05 -> 85 
Movimento: R23     | 85 -> 08 
Movimento: R97     | 08 -> 05 
Movimento: L105    | 05 -> 00 <-- ZERO
Movimento: R28     | 00 -> 28 
Movimento: R389    | 28 -> 17 
Movimento: R49     | 17 -> 66 
Movimento: L36     | 66 -> 30 
Movimento: R76     | 30 -> 06 
Movimento: L6      | 06 -> 00 <-- ZERO
Movimento: R43     | 00 -> 43 
Movimento: L543    | 43 -> 00 <-- ZERO
Movimento: R366    | 00 -> 66 
Movimento: R76     | 66 -> 42 
Movimento: R57     | 42 -> 99 
Movimento: L61     | 99 -> 38 
Movimento: R62     | 38 -> 00 <-- ZERO
Movimento: R554    | 00 -> 54 
Movimento: R96     | 54 -> 50 
Movimento: R250    | 50 -> 00 <-- ZERO
Movimento: L27     | 00 -> 73 
Movimento: R82     | 73 -> 55 
Movimento: R745    | 55 -> 00 <-- ZERO
Movimento: L266    | 00 -> 34 
Movimento: L34     | 34 -> 00 <-- ZERO
Movimento: R2      | 00 -> 02 
Movimento: R51     | 02 -> 53 
Movimento: R5      | 53 -> 58 
Movimento: R42     | 58 -> 00 <-- ZERO
Movimento: L21     | 00 -> 79 
Movimento: L480    | 79 -> 99 
Movimento: R101    | 99 -> 00 <-- ZERO
Movimento: R932    | 00 -> 32 
Movimento: R810    | 32 -> 42 
Movimento: L5      | 42 -> 37 
Movimento: R232    | 37 -> 69 
Movimento: R373    | 69 -> 42 
Movimento: L42     | 42 -> 00 <-- ZERO
Movimento: R68     | 00 -> 68 
Movimento: L12     | 68 -> 56 
Movimento: L30     | 56 -> 26 
Movimento: R74     | 26 -> 00 <-- ZERO
Movimento: L35     | 00 -> 65 
Movimento: L65     | 65 -> 00 <-- ZERO
Movimento: R63     | 00 -> 63 
Movimento: R452    | 63 -> 15 
Movimento: L67     | 15 -> 48 
Movimento: L95     | 48 -> 53 
Movimento: R465    | 53 -> 18 
Movimento: L75     | 18 -> 43 
Movimento: L23     | 43 -> 20 
Movimento: R62     | 20 -> 82 
Movimento: L82     | 82 -> 00 <-- ZERO
Movimento: L877    | 00 -> 23 
Movimento: R90     | 23 -> 13 
Movimento: R53     | 13 -> 66 
Movimento: L60     | 66 -> 06 
Movimento: L6      | 06 -> 00 <-- ZERO
Movimento: R81     | 00 -> 81 
Movimento: R926    | 81 -> 07 
Movimento: L192    | 07 -> 15 
Movimento: R85     | 15 -> 00 <-- ZERO
Movimento: L10     | 00 -> 90 
Movimento: L17     | 90 -> 73 
Movimento: L97     | 73 -> 76 
Movimento: L98     | 76 -> 78 
Movimento: R59     | 78 -> 37 
Movimento: L49     | 37 -> 88 
Movimento: R73     | 88 -> 61 
Movimento: L61     | 61 -> 00 <-- ZERO
Movimento: L25     | 00 -> 75 
Movimento: R84     | 75 -> 59 
Movimento: L59     | 59 -> 00 <-- ZERO
Movimento: R76     | 00 -> 76 
Movimento: R79     | 76 -> 55 
Movimento: L6      | 55 -> 49 
Movimento: L69     | 49 -> 80 
Movimento: L99     | 80 -> 81 
Movimento: L38     | 81 -> 43 
Movimento: R64     | 43 -> 07 
Movimento: L7      | 07 -> 00 <-- ZERO
Movimento: L49     | 00 -> 51 
Movimento: L93     | 51 -> 58 
Movimento: L58     | 58 -> 00 <-- ZERO
Movimento: R59     | 00 -> 59 
Movimento: R41     | 59 -> 00 <-- ZERO
Movimento: R77     | 00 -> 77 
Movimento: L86     | 77 -> 91 
Movimento: R9      | 91 -> 00 <-- ZERO
Movimento: R68     | 00 -> 68 
Movimento: R32     | 68 -> 00 <-- ZERO
Movimento: R20     | 00 -> 20 
Movimento: L20     | 20 -> 00 <-- ZERO
Movimento: R44     | 00 -> 44 
Movimento: R95     | 44 -> 39 
Movimento: R83     | 39 -> 22 
Movimento: R89     | 22 -> 11 
Movimento: L14     | 11 -> 97 
Movimento: L97     | 97 -> 00 <-- ZERO
Movimento: L15     | 00 -> 85 
Movimento: R68     | 85 -> 53 
Movimento: R69     | 53 -> 22 
Movimento: L7      | 22 -> 15 
Movimento: R73     | 15 -> 88 
Movimento: L15     | 88 -> 73 
Movimento: L56     | 73 -> 17 
Movimento: R74     | 17 -> 91 
Movimento: L91     | 91 -> 00 <-- ZERO
Movimento: R43     | 00 -> 43 
Movimento: R47     | 43 -> 90 
Movimento: L40     | 90 -> 50 
Movimento: R50     | 50 -> 00 <-- ZERO
Movimento: R44     | 00 -> 44 
Movimento: R56     | 44 -> 00 <-- ZERO
Movimento: L61     | 00 -> 39 
Movimento: L18     | 39 -> 21 
Movimento: L21     | 21 -> 00 <-- ZERO
Movimento: R69     | 00 -> 69 
Movimento: R31     | 69 -> 00 <-- ZERO
Movimento: L71     | 00 -> 29 
Movimento: L29     | 29 -> 00 <-- ZERO
Movimento: L27     | 00 -> 73 
Movimento: L73     | 73 -> 00 <-- ZERO
Movimento: L61     | 00 -> 39 
Movimento: R75     | 39 -> 14 
Movimento: R86     | 14 -> 00 <-- ZERO
Movimento: L90     | 00 -> 10 
Movimento: R32     | 10 -> 42 
Movimento: L26     | 42 -> 16 
Movimento: L3      | 16 -> 13 
Movimento: R46     | 13 -> 59 
Movimento: L38     | 59 -> 21 
Movimento: L18     | 21 -> 03 
Movimento: R36     | 03 -> 39 
Movimento: R7      | 39 -> 46 
Movimento: R21     | 46 -> 67 
Movimento: R6      | 67 -> 73 
Movimento: R19     | 73 -> 92 
Movimento: R43     | 92 -> 35 
Movimento: R1      | 35 -> 36 
Movimento: R17     | 36 -> 53 
Movimento: R13     | 53 -> 66 
Movimento: L17     | 66 -> 49 
Movimento: R3      | 49 -> 52 
Movimento: L35     | 52 -> 17 
Movimento: L31     | 17 -> 86 
Movimento: L45     | 86 -> 41 
Movimento: L1      | 41 -> 40 
Movimento: L31     | 40 -> 09 
Movimento: L44     | 09 -> 65 
Movimento: L43     | 65 -> 22 
Movimento: L23     | 22 -> 99 
Movimento: L2      | 99 -> 97 
Movimento: R9      | 97 -> 06 
Movimento: R7      | 06 -> 13 
Movimento: L35     | 13 -> 78 
Movimento: L12     | 78 -> 66 
Movimento: L5      | 66 -> 61 
Movimento: R35     | 61 -> 96 
Movimento: R5      | 96 -> 01 
Movimento: R23     | 01 -> 24 
Movimento: R32     | 24 -> 56 
Movimento: L43     | 56 -> 13 
Movimento: L23     | 13 -> 90 
Movimento: L36     | 90 -> 54 
Movimento: R8      | 54 -> 62 
Movimento: R23     | 62 -> 85 
Movimento: R4      | 85 -> 89 
Movimento: L25     | 89 -> 64 
Movimento: L49     | 64 -> 15 
Movimento: R43     | 15 -> 58 
Movimento: R37     | 58 -> 95 
Movimento: R47     | 95 -> 42 
Movimento: L38     | 42 -> 04 
Movimento: L9      | 04 -> 95 
Movimento: R18     | 95 -> 13 
Movimento: R10     | 13 -> 23 
================================
PASSWORD (vezes que parou em 0): 1152
